Date,Value
2013-10-22,1159699.0084891
2013-10-21,979061.3851226
2013-10-20,691056.4816408
2013-10-19,1066912.8245079
2013-10-18,880504.60423908
2013-10-17,912009.37428449
2013-10-16,1024516.320827
2013-10-15,822209.76562764
2013-10-14,963077.95496124
2013-10-13,637885.77989021
2013-10-12,715254.46581199
2013-10-11,870771.61750402
2013-10-10,824938.13811387
2013-10-09,862761.01952325
2013-10-08,707716.71270987
2013-10-07,595294.06647493
2013-10-06,410691.01492775
2013-10-05,550816.63170523
2013-10-04,829560.5917383
2013-10-03,1108953.947832
2013-10-02,1095329.7288948
2013-10-01,1039752.2578379
2013-09-30,691501.31743362
2013-09-29,560375.15830447
2013-09-28,592862.75683601
2013-09-27,718883.77339298
2013-09-26,717166.13707343
2013-09-25,842440.85851675
2013-09-24,1095771.9740591
2013-09-23,783517.99850009
2013-09-22,458740.47061957
2013-09-21,522574.76480592
2013-09-20,793416.42300704
2013-09-19,785082.70419752
2013-09-18,788617.12988651
2013-09-17,672793.43346487
2013-09-16,585717.36802606
2013-09-15,410950.21406126
2013-09-14,606148.19325209
2013-09-13,734589.31049893
2013-09-12,663689.95026129
2013-09-11,806718.31840763
2013-09-10,1092297.075193
2013-09-09,527143.17610129
2013-09-08,409117.85233748
2013-09-07,667774.78390001
2013-09-06,838119.74774507
2013-09-05,858463.1278982
2013-09-04,895742.78513451
2013-09-03,894041.0108259
2013-09-02,748660.79342795
2013-09-01,1115472.5446585
2013-08-31,753757.54758262
2013-08-30,727229.97617503
2013-08-28,817469.6983238
2013-08-27,895651.78345485
2013-08-26,642473.93722183
2013-08-25,565019.38827375
2013-08-24,622248.64203289
2013-08-23,828835.1011676
2013-08-22,890014.51746532
2013-08-21,1186924.1021341
2013-08-20,955506.83403017
2013-08-19,1086202.6959512
2013-08-18,831928.9473171
2013-08-17,983013.8618176
2013-08-16,1099833.8092786
2013-08-15,923708.57489509
2013-08-14,1405350.2674548
2013-08-13,1301211.2676984
2013-08-12,731015.44224067
2013-08-11,432494.38962737
2013-08-10,526410.92720042
2013-08-09,640799.0042447
2013-08-08,785257.10857175
2013-08-07,805001.56094153
2013-08-06,749616.26563244
2013-08-05,795629.12536908
2013-08-04,501888.05174704
2013-08-03,738992.07367583
2013-08-02,906937.48793195
2013-08-01,1103374.377677
2013-07-31,878724.11040304
2013-07-30,881026.57310193
2013-07-29,801401.49891706
2013-07-28,475543.78678092
2013-07-27,533718.33634284
2013-07-26,869402.17701587
2013-07-25,777831.89290417
2013-07-24,844442.52483612
2013-07-23,1029842.1476642
2013-07-22,866111.17252009
2013-07-21,505908.06656491
2013-07-20,567387.92446449
2013-07-19,872196.43707505
2013-07-18,965209.82106488
2013-07-17,1104177.144372
2013-07-16,906868.49648013
2013-07-15,605676.64571642
2013-07-14,694343.80105729
2013-07-13,881201.15867038
2013-07-12,1134412.8877167
2013-07-11,956221.10245051
2013-07-10,1218489.9758463
2013-07-09,1087300.0530373
2013-07-08,684014.09525406
2013-07-07,670229.72754068
2013-07-06,845854.81061622
2013-07-05,964524.83852725
2013-07-04,887100.57639669
2013-07-03,744097.36161836
2013-07-02,858590.71966955
2013-07-01,702652.26285949
2013-06-30,421917.8629709
2013-06-29,599896.38734804
2013-06-28,582637.004606
2013-06-27,595242.99096432
2013-06-26,647186.41064489
2013-06-25,729778.86435583
2013-06-24,519400.88132207
2013-06-23,363194.71808532
2013-06-22,453784.51260294
2013-06-21,808002.23028083
2013-06-20,664640.98215481
2013-06-19,639946.2425501
2013-06-18,600799.73755805
2013-06-17,557268.8023132
2013-06-16,458689.59116752
2013-06-15,509157.72480393
2013-06-14,741296.84169225
2013-06-13,533607.00197286
2013-06-12,600093.88364562
2013-06-11,569521.54765311
2013-06-10,491518.55079849
2013-06-09,642064.62914497
2013-06-08,428601.40528784
2013-06-07,716027.76949874
2013-06-06,762431.28627602
2013-06-05,674394.72712616
2013-06-04,730847.33737914
2013-06-03,643729.25466579
2013-06-02,437429.07983867
2013-06-01,499558.63254302
2013-05-31,738730.71908991
2013-05-30,630011.58885515
2013-05-29,771923.00765781
2013-05-28,790756.39139139
2013-05-27,504337.01913588
2013-05-26,391310.15381065
2013-05-25,865063.36144947
2013-05-24,733232.7608891
2013-05-23,669637.35551312
2013-05-22,761102.61792572
2013-05-21,669674.33825986
2013-05-20,469681.09015122
2013-05-19,465511.57290237
2013-05-18,890106.51981066
2013-05-17,751659.73572631
2013-05-16,708868.27762081
2013-05-15,825250.57349818
2013-05-13,995953.36965845
2013-05-12,613817.45683759
2013-05-11,706784.94437752
2013-05-10,914238.4024037
2013-05-09,693721.25512457
2013-05-08,806731.72105618
2013-05-07,1023330.9608969
2013-05-06,794309.09570812
2013-05-05,613475.0625479
2013-05-04,552714.55740476
2013-05-03,912306.81307376
2013-05-02,1127675.2675265
2013-05-01,1233492.0586003
2013-04-30,1785923.3887263
2013-04-29,897729.20189508
2013-04-28,617354.60798918
2013-04-27,893994.83899636
2013-04-26,1223971.538152
2013-04-25,1745107.9688455
2013-04-24,2091426.7045798
2013-04-23,1578962.3468152
2013-04-22,1532386.0507775
2013-04-21,1013491.4038497
2013-04-20,1073892.0279252
2013-04-19,2035030.2897096
2013-04-18,6165997.456846
2013-04-17,1364790.9804451
2013-04-16,1795688.6298079
2013-04-15,871408.5324653
2013-04-14,812695.5550614
2013-04-13,1511454.6673464
2013-04-12,2005155.9741396
2013-04-11,2929384.8399652
2013-04-10,2294955.6832635
2013-04-09,1918801.6828336
2013-04-08,1371481.2699423
2013-04-07,1094580.441352
2013-04-06,1383020.5981528
2013-04-05,2277775.2575184
2013-04-04,2285305.0031876
2013-04-03,2426363.0369144
2013-04-02,2511772.5746219
2013-04-01,1340646.5175925
2013-03-31,1559233.9022001
2013-03-30,1765378.9925754
2013-03-29,1552824.3804863
2013-03-28,1882944.3733484
2013-03-27,3055075.1702312
2013-03-26,1381606.5926982
2013-03-25,1428160.7919062
2013-03-24,1082056.0802764
2013-03-23,1496233.0978076
2013-03-22,1872881.8490373
2013-03-21,1692764.3182979
2013-03-20,1907336.6296106
2013-03-19,3904974.8772783
2013-03-18,1640629.4043612
2013-03-17,990629.70848377
2013-03-16,3481094.3501731
2013-03-15,4072067.0060593
2013-03-14,1278859.2172476
2013-03-13,1598992.5500762
2013-03-12,1280750.7385643
2013-03-11,1090979.4615357
2013-03-10,1273495.2587689
2013-03-09,874958.37814483
2013-03-08,1504043.0423188
2013-03-07,1653013.7540665
2013-03-06,2208007.5927923
2013-03-05,1851112.5817171
2013-03-04,938719.59043344
2013-03-03,1033499.4096618
2013-03-02,1676548.7789661
2013-03-01,1621906.5087097
2013-02-28,1331847.0752347
2013-02-27,1642449.4761194
2013-02-26,1573298.696325
2013-02-25,1901371.9716313
2013-02-24,1587736.6283226
2013-02-23,1352726.4860617
2013-02-22,1477965.6138997
2013-02-21,1107815.6085489
2013-02-20,1297382.4884267
2013-02-19,1309651.2445847
2013-02-18,1349064.955602
2013-02-17,1025415.9263529
2013-02-16,1236901.9773827
2013-02-15,1569728.2846978
2013-02-14,1284821.7388183
2013-02-13,1270390.8634816
2013-02-12,1271739.5724139
2013-02-11,1371392.9585906
2013-02-10,1492597.6050937
2013-02-09,1876122.1455601
2013-02-08,2048030.6869515
2013-02-07,1741181.1524272
2013-02-06,1924319.4531772
2013-02-05,2019250.3633429
2013-02-04,1808986.7627156
2013-02-03,1430890.7631887
2013-02-02,1401641.5022467
2013-02-01,1815712.8411318
2013-01-31,2389465.5160788
2013-01-30,2223436.6327268
2013-01-29,2197913.6086799
2013-01-28,1664814.37977
2013-01-27,1225546.1461701
2013-01-26,1390765.767829
2013-01-25,1850305.2981788
2013-01-24,1697409.1985927
2013-01-23,2199431.0451655
2013-01-22,1388005.2753828
2013-01-21,1125356.2949522
2013-01-20,1163691.8303539
2013-01-19,1747204.6143235
2013-01-18,1579630.0557702
2013-01-17,1902268.4575579
2013-01-16,2368253.172966
2013-01-15,1895510.4787486
2013-01-14,868829.07446666
2013-01-13,936443.16109053
2013-01-12,1014169.5539967
2013-01-11,1436539.4705716
2013-01-10,1391896.0289521
2013-01-09,1849614.7017405
2013-01-08,2088660.7893611
2013-01-07,1302255.3998183
2013-01-06,1053569.5986524
2013-01-05,2270235.3309431
2013-01-04,2368655.153849
2013-01-03,1638132.3124405
2013-01-02,1942580.3941834
2013-01-01,1526842.0342203
2012-12-31,1167821.5493523
2012-12-30,763956.55047203
2012-12-29,1082114.4626693
2012-12-28,1042278.6143818
2012-12-27,824369.12151762
2012-12-26,507380.12589866
2012-12-25,719758.57568997
2012-12-24,1001040.0221585
2012-12-23,924770.4269913
2012-12-22,1513456.9375156
2012-12-21,1599689.1981571
2012-12-20,940555.60896266
2012-12-19,1257458.5311542
2012-12-18,2370518.3715771
2012-12-17,1899292.2313432
2012-12-16,1672238.0676604
2012-12-15,1776620.5920424
2012-12-14,3494315.4559583
2012-12-13,3435404.336081
2012-12-11,1564854.1327205
2012-12-10,1504578.1610576
2012-12-09,874186.47706831
2012-12-08,1004848.0611615
2012-12-07,2560250.2103818
2012-12-06,3060984.5578437
2012-12-05,2965970.4320296
2012-12-04,2186081.6975117
2012-12-03,1922115.7215354
2012-12-02,631736.5815358
2012-12-01,606808.39052384
2012-11-30,871782.26618828
2012-11-29,1387531.5446875
2012-11-28,1892894.2574938
2012-11-27,1282833.4424193
2012-11-26,1074930.329931
2012-11-25,895674.01106801
2012-11-24,1143992.611651
2012-11-23,1267259.8202577
2012-11-22,1217516.9365276
2012-11-21,1068059.9707453
2012-11-20,1593483.9563974
2012-11-19,1448137.1283087
2012-11-18,2130380.055741
2012-11-17,3247990.8433918
2012-11-16,3104026.8693556
2012-11-15,2726951.5424727
2012-11-14,1253459.5521031
2012-11-13,496141.0680417
2012-11-12,545937.83873659
2012-11-11,375713.67532685
2012-11-10,481900.2784303
2012-11-09,995659.28470787
2012-11-08,1465964.2109773
2012-11-07,2038626.8661155
2012-11-06,1785267.5060471
2012-11-05,2691305.9410277
2012-11-04,1878369.6131793
2012-11-03,1583479.7053514
2012-11-02,959473.78101681
2012-11-01,2890562.3934537
2012-10-31,6152986.3586187
2012-10-30,1502588.044264
2012-10-29,1050571.5917108
2012-10-28,1123144.9162687
2012-10-27,1634453.6128187
2012-10-26,929136.85059762
2012-10-25,1546384.9801241
2012-10-24,2318810.4873527
2012-10-23,2554099.3213059
2012-10-22,2035350.5825073
2012-10-21,2417572.5018673
2012-10-20,2628427.0998175
2012-10-19,3198174.8802658
2012-10-18,3397667.6787458
2012-10-17,3128474.9514924
2012-10-16,2153088.5659554
2012-10-15,932927.16967666
2012-10-14,2175251.8867295
2012-10-13,2263100.7145794
2012-10-12,2408018.7273828
2012-10-11,1036064.9654379
2012-10-10,1037860.3224115
2012-10-09,1455360.2018978
2012-10-08,1904907.840087
2012-10-07,1712849.0040216
2012-10-06,2108275.8728516
2012-10-05,2283634.9053911
2012-10-04,1201539.476486
2012-10-03,1393561.6295405
2012-10-02,2197482.5255895
2012-10-01,1327585.7174059
2012-09-30,1701101.3934112
2012-09-29,1426952.8788884
2012-09-28,2301007.6737828
2012-09-27,1377324.5279193
2012-09-26,1747872.3270993
2012-09-25,2934062.3405566
2012-09-24,8220431.7280228
2012-09-23,10006137.697035
2012-09-22,33955701.467713
2012-09-21,8815674.0839747
2012-09-20,19151623.133978
2012-09-19,26708894.665051
2012-09-18,12215553.701247
2012-09-17,13502363.622725
2012-09-16,11469649.951622
2012-09-15,9750031.7061179
2012-09-14,18210399.121776
2012-09-13,24861234.924689
2012-09-12,7673581.1751161
2012-09-11,23357681.841323
2012-09-10,12681255.039455
2012-09-09,4639990.6178091
2012-09-08,11470487.222473
2012-09-07,20505513.351984
2012-09-06,16235603.508121
2012-09-05,8813231.5171114
2012-09-04,6181981.3178772
2012-09-03,4085171.7849848
2012-09-02,6853914.8873242
2012-09-01,11028471.468019
2012-08-31,6726903.6745987
2012-08-30,13468328.554031
2012-08-29,12858493.643475
2012-08-28,8618370.6707478
2012-08-27,3271317.781995
2012-08-26,3147442.0260086
2012-08-24,7957035.3612053
2012-08-23,8073544.0179735
2012-08-22,5845207.9130602
2012-08-21,6768934.3013273
2012-08-20,9622289.3004621
2012-08-19,3349445.7556503
2012-08-18,2627510.819544
2012-08-17,2729697.5804397
2012-08-16,1664499.5476929
2012-08-15,1863928.7209259
2012-08-14,1715320.3423952
2012-08-13,1784521.5361984
2012-08-12,1621721.944076
2012-08-11,1920172.4721807
2012-08-10,1174688.4242359
2012-08-09,1601461.7450621
2012-08-08,1765841.1351833
2012-08-07,1940221.7553708
2012-08-06,1875108.8106422
2012-08-05,2028384.3461078
2012-08-04,1149479.4881202
2012-08-03,1674221.8334597
2012-08-02,1964547.2979132
2012-08-01,2785336.889995
2012-07-31,2129740.0403647
2012-07-30,948209.35464832
2012-07-29,1270281.8663199
2012-07-28,1721419.8729096
2012-07-27,2542177.2272711
2012-07-26,1759046.6697716
2012-07-25,1181372.1894426
2012-07-24,2038593.7442992
2012-07-23,1883207.3725247
2012-07-22,2017199.6162635
2012-07-21,2234606.5093505
